Segment 0,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40,Segment 41,Segment 42,Segment 43,Segment 44,Segment 45,Segment 46,Segment 47
-549.8383654,1180.197274,-670.0709027,409.8790608,310.3736872,99.90594068,-189.1224982,521.5904286,-557.2987863,-322.0981714,694.0000792,-694.1657743,-426.0563694,-351.513963,-312.8216509,-294.794608,-475.3243078,-479.7630567,1063.605012,-321.2850191,1461.752565,-530.0561728,-481.246574,531.5269838,1218.999194,-423.9543236,1284.677474,-420.6788643,-928.5137271,899.5890291,-280.6391275,1036.776291,-389.9508137,550.7586604,-117.5220821,870.8250169,-472.9040537,-524.1999762,-984.3400995,-648.7623968,73.31741057,-325.6660447,557.5871314,1126.067803,-174.7495114,-658.7067188,-324.6288839,-446.0451878
-548.5668967,1196.58053,-662.6391686,323.5276839,417.3301637,87.57115293,-238.0260999,597.8124923,-572.5059916,-339.9819344,651.0879756,-636.1180745,-438.4444553,-343.8186423,-332.9334897,-289.9049613,-462.2529748,-502.8736235,1069.917341,-330.8976479,1465.77249,-475.1430067,-496.9702215,431.1400868,1268.80775,-429.8258798,1238.493071,-441.7428863,-934.5193926,959.2574341,-290.6727067,1004.548426,-375.1177222,637.417769,-121.0386942,884.54876,-451.164397,-470.9389693,-969.4669676,-654.2605304,56.4690631,-328.011342,467.448765,1051.178245,-181.6943843,-688.3474541,-331.3676046,-456.2842
-547.82273,1199.118073,-648.3658536,237.1168046,521.4307293,72.54498079,-280.507547,664.2768043,-581.2528094,-351.7715178,598.5284306,-568.3515049,-453.8662607,-335.3063495,-346.965832,-285.9930532,-447.1631353,-519.7668432,1061.96064,-344.0791408,1454.597269,-410.6397465,-516.3330385,332.4875334,1303.434733,-438.7110605,1180.179307,-458.84184,-942.4316813,1004.965596,-304.4560662,959.8232772,-362.1985098,719.3580218,-124.4140084,897.6893358,-422.0917504,-410.1010344,-944.8191215,-653.5077944,37.12806959,-326.3258229,372.9213178,967.7035789,-191.224408,-717.813472,-339.8989426,-468.8805628
-548.4168116,1188.028841,-626.6179089,152.0540301,620.8247467,54.74690894,-316.4343639,719.7551839,-582.3787601,-358.2879889,537.6061547,-491.4840409,-471.9528155,-326.7202556,-355.6519712,-283.6469261,-431.0674947,-531.0799415,1040.136326,-360.7309591,1428.735859,-337.033787,-539.2388754,237.0233112,1322.421033,-450.6287784,1111.057203,-470.6982911,-952.3091177,1036.007425,-321.6836431,903.8039115,-351.8386916,794.9756737,-127.6213775,909.7589007,-385.4791145,-342.2343684,-909.8211842,-645.696913,15.43300898,-321.3620404,275.7262966,877.374816,-203.3335907,-746.569864,-350.2352416,-483.7738417
-551.0706096,1163.802619,-596.9024564,69.63441692,713.7384918,34.22696257,-345.8481089,763.2540291,-574.8291358,-360.4210968,469.7430568,-406.3878713,-492.1843785,-318.7354498,-359.8137438,-283.3607106,-414.9464261,-537.5404462,1005.11758,-380.6172727,1388.97536,-255.0653027,-565.4426788,146.0436683,1325.639029,-465.4718188,1032.614208,-476.0647531,-964.1663613,1051.983007,-341.8861667,837.8941891,-344.5850668,862.7846022,-130.6400974,920.2696727,-341.2951148,-268.0752278,-864.0988788,-630.1067746,-8.404134601,-313.8787435,177.5537929,781.9850938,-217.9681352,-774.0049037,-362.3664239,-500.8543294
-556.398898,1127.181697,-558.8910596,-8.983016546,798.5204018,11.1657672,-368.9525815,794.0379887,-557.6937298,-359.1053711,396.4595321,-314.1768281,-513.899351,-311.9430743,-360.3374737,-285.5196607,-399.7225747,-539.9444847,957.8251877,-403.3641086,1336.354992,-165.7172088,-594.5465594,60.66622804,1313.288926,-483.0037547,946.46363,-473.7630395,-977.961472,1052.803898,-364.4376891,763.659897,-340.8745396,921.4555507,-133.4562621,928.7406272,-289.6983418,-188.537156,-807.5072641,-606.1283902,-34.09853326,-304.6250599,80.02447652,683.3439249,-235.0243368,-799.4321718,-376.2652023,-519.9561835
-564.8943278,1079.136324,-512.4403436,-82.79409082,873.6826228,-14.12800907,-386.0987402,811.6459691,-530.2437338,-355.2964598,319.3343438,-216.1856966,-536.3072116,-306.8359032,-358.1492533,-290.3874551,-386.2367442,-539.1347035,899.3974859,-428.4612601,1272.134375,-70.19710466,-625.9993505,-18.1852944,1285.886094,-502.8579726,854.3025306,-462.7243682,-993.5824823,1038.68987,-388.5668168,682.7868642,-341.0243089,969.8506972,-136.0633082,934.7055121,-231.0460118,-104.6940807,-740.1533134,-573.2904747,-61.29357837,-294.3269077,-15.34482428,583.2328318,-254.3451959,-822.0965361,-391.8903545,-540.8501021
-576.9139285,1020.834875,-457.6079396,-150.9634289,937.9375846,-41.22292561,-397.7669524,815.8991205,-491.9653447,-349.9480495,239.9642676,-113.9418834,-558.5054816,-303.795604,-354.1899922,-298.0960839,-375.2254567,-535.9782325,831.1555655,-455.2672745,1197.757246,30.08841384,-659.1001894,-89.79071473,1244.240159,-524.539134,757.8693374,-442.0289223,-1010.833945,1010.157429,-413.3721864,597.0372885,-345.2234772,1007.052433,-138.4622164,937.7223235,-165.8961668,-17.75771411,-662.4114844,-531.2836931,-89.56273629,-283.6756564,-107.1712033,483.3636599,-275.7159489,-841.1843659,-409.1878121,-563.2361097
-592.6677156,953.6097725,-394.6628495,-212.8335716,990.2285227,-69.57284527,-404.5472121,806.9007358,-442.5886243,-343.9896489,159.9246345,-9.130258233,-579.5006254,-303.0819714,-349.3906353,-308.6386422,-367.3005697,-531.3450497,754.5649788,-483.0178083,1114.811761,133.5663474,-693.0065938,-153.6374555,1189.426784,-547.4274145,658.9023672,-410.9434549,-1029.424216,968.000695,-437.8421422,508.2055072,-353.5261836,1032.385482,-140.661364,937.3842617,-95.00290921,70.95005616,-574.9311527,-479.9825007,-118.4125225,-273.3189429,-194.2308304,385.3407272,-298.8588592,-855.8381863,-428.089445,-586.7370841
-612.2096211,878.920288,-324.0895141,-267.9293599,1029.753103,-98.52789556,-407.1179511,785.0282791,-382.1102248,-338.3054655,80.7318417,96.44772019,-598.2326707,-304.8244783,-344.6479168,-321.8653333,-362.9313284,-526.0870426,671.1952411,-510.8375956,1024.988632,238.5357524,-726.7474065,-209.4193521,1122.753301,-570.7858585,559.1003468,-368.9554602,-1048.954286,913.265441,-460.8784609,418.0744067,-365.8464339,1045.431753,-142.6760464,933.3320437,-19.30448986,160.028879,-478.6350889,-419.4634512,-147.2869288,-263.8534363,-275.4787604,290.6277971,-323.4277448,-865.1757776,-448.50957,-610.8936939
-635.4310066,798.3134071,-246.5851096,-315.957813,1055.97957,-127.3483596,-406.2240349,750.918016,-310.8087491,-333.7145645,3.808804834,200.9192399,-613.6032002,-309.0165364,-340.8009988,-337.4829637,-362.4292312,-521.0180036,582.6784337,-537.756192,930.0383085,343.2107705,-759.2408406,-257.0306051,1045.719484,-593.7711483,460.0858846,-315.8024333,-1068.909018,847.2172943,-481.3238394,328.3736049,-381.9548625,1046.037604,-144.5277128,925.2672994,60.09557194,248.0346847,-374.7085316,-350.0188694,-175.5736193,-255.8192689,-350.063152,200.5206585,-349.0028317,-868.313484,-470.3393558,-635.161419
-662.0570621,713.383921,-163.0498811,-356.8038302,1068.655104,-155.2214797,-402.6544932,705.4429482,-229.2517479,-330.9524667,-69.54579962,302.3882093,-624.5062148,-315.5128652,-338.6093279,-355.0581661,-365.9360918,-516.8947495,490.668166,-562.7275574,831.7284159,445.7667379,-789.317684,-296.5554075,959.9748332,-615.4480212,363.3726885,-251.4948163,-1088.65163,771.3052152,-497.9927227,240.7404489,-401.4777212,1034.313467,-146.2429779,912.9666244,141.9537992,333.5162778,-264.5788303,-272.1648811,-202.6121646,-249.6957942,-417.3338319,116.1258678,-375.086604,-864.3932483,-493.4394461,-658.9102971
-691.6464251,625.734908,-74.57062892,-390.5221282,1067.806377,-181.2810675,-397.220465,649.6849457,-138.2936646,-330.6543269,-138.1838017,398.9845492,-629.861219,-324.0303426,-338.7320388,-374.0245294,-373.4156799,-514.3995273,396.8000636,-584.6534021,731.8025939,544.3877718,-815.7495125,-328.2538508,867.2737662,-634.8074639,270.3371559,-176.3313857,-1107.422228,687.1214847,-509.7048867,156.6847604,-423.8984305,1010.626043,-147.852488,896.295723,224.9176269,415.0525331,-149.8860699,-186.6429792,-227.7045096,-245.8982998,-476.8453082,38.34596703,-401.1013639,-852.6126247,-517.6312555,-681.4279775
-723.5943674,536.9396959,17.60222852,-417.3258854,1053.732528,-204.6296958,-390.7337757,584.9021198,-39.06440222,-333.3398309,-201.12878,488.9130646,-628.6477159,-334.152631,-341.709238,-393.6937314,-384.649317,-514.1238531,302.6548188,-602.410066,631.9417727,637.3141924,-837.281526,-352.5447567,769.4301127,-650.7886849,182.1948,-90.90607879,-1124.341108,596.3594701,-515.3210255,77.55812535,-448.5620552,975.5835086,-149.389725,875.2229414,307.5606765,491.2889347,-32.44552036,-94.41455108,-250.1277762,-244.7753027,-528.3545052,-32.12875611,-426.3892084,-832.2567819,-542.6875228,-701.9265616
-757.1398856,448.5063086,112.0833069,-437.5726072,1026.991049,-224.3631147,-383.9864807,512.4925921,67.05140526,-339.3999577,-257.5919219,570.5002968,-619.940155,-345.3387683,-347.9455082,-413.2706754,-399.2357823,-516.5539373,209.7246762,-614.8785126,533.7288159,722.8881872,-852.6693652,-369.986085,668.2722102,-662.3046958,99.98181003,3.894433677,-1138.417399,500.7704386,-513.7794244,4.528371241,-474.6830602,930.0144064,-150.8898276,849.831392,388.4210729,560.9722299,85.79685414,3.351906073,-269.1493858,-246.6060772,-571.8136352,-94.82213826,-450.2150772,-802.7312874,-568.3227984,-719.5535749
-791.3769846,361.8452804,207.3856707,-451.7477503,988.3772559,-239.596383,-377.7316425,433.9558793,178.443922,-349.0857795,-306.9823321,642.2378559,-602.9422427,-356.9357917,-357.6959828,-431.8725141,-416.5958381,-522.0578618,119.3840523,-620.9768314,438.617306,799.5962369,-860.7189931,-381.2535544,565.5998091,-668.2711495,24.54189503,106.9027433,-1148.563456,402.1206629,-504.1326423,-61.4402887,-501.3566683,874.9410652,-152.3885002,820.3288008,466.0413089,622.9820511,202.8142679,105.3008318,-284.0443541,-251.5981127,-607.3587491,-149.4680311,-471.773427,-763.5942919,-594.184622,-733.407247
-825.2703621,278.24157,301.9578699,-460.4466404,938.8982082,-249.4910634,-372.6655404,350.8531322,293.315543,-362.4994997,-348.9117997,702.8208736,-577.0194285,-368.1953193,-371.0553519,-448.5513178,-435.9816256,-530.8747046,32.8648086,-619.6944417,347.9050802,866.1069972,-860.3284475,-387.1180688,463.1438448,-667.6378701,-43.48159301,216.6921828,-1153.615203,302.1499877,-485.5829946,-119.6011397,-527.5740703,811.5485451,-153.9210562,787.0541831,539.0081135,676.3584842,316.5525677,209.916532,-294.1144682,-259.8842744,-635.2946043,-196.0007864,-490.1989457,-714.5866185,-619.8461803,-742.5560736
-857.6755912,198.8311428,394.2233385,-464.3552036,879.7420484,-253.2826946,-369.4114557,264.7674468,409.7249849,-379.5879646,-383.1942079,751.1804111,-541.7283258,-378.2938795,-387.9501633,-462.3200074,-456.4910856,-543.105834,-48.76347583,-610.1270076,262.712949,921.3035485,-850.5300099,-388.4224958,362.529978,-659.422303,-103.6483946,331.6072884,-1152.358351,202.5329409,-457.5155431,-169.4327486,-552.24163,741.1502225,-155.5216253,750.4804856,605.9908014,720.3247272,424.9853245,315.5563048,-298.7089029,-271.519534,-656.0765524,-234.5410572,-504.5815431,-655.6582175,-644.8012318,-746.0624117
-887.3637537,124.5826045,482.6208338,-464.2299962,812.2438402,-250.3076486,-368.5051315,177.2653982,525.6365059,-400.138921,-409.839922,786.5088863,-496.8418241,-386.3566288,-408.1347838,-472.1810288,-477.0874442,-558.7086211,-124.608057,-591.5109128,183.9688429,964.3091637,-830.5311275,-386.0582799,265.2466419,-642.7439094,-155.7192054,449.8023599,-1143.560158,104.843344,-419.5272615,-210.6406925,-574.2040851,665.1511952,-157.2225281,711.2124145,665.7766753,754.3041811,526.1685756,420.4887989,-297.2456884,-286.4772442,-670.2901814,-265.3777453,-513.9856425,-586.9894912,-668.4620447,-743.009622
-913.0503096,56.28408887,565.6446036,-460.8779642,737.8490253,-240.028412,-370.3819744,89.86085097,638.9725322,-423.7803149,-429.0456139,808.2778438,-442.3687155,-391.4839561,-431.1913644,-477.1571057,-496.6236606,-577.4928455,-193.962385,-563.2560167,112.3974571,994.5059946,-799.7522988,-380.9423133,172.618166,-616.8583567,-199.6490438,569.2868923,-1126.006082,10.52322791,-371.4510891,-243.1534476,-592.2715707,585.0107031,-159.0538041,669.9788272,717.3022167,777.9315292,618.2932839,522.9363959,-289.2333067,-304.6450501,-678.6294455,-288.9469938,-517.4735641,-509.0061186,-690.161002,-732.5320289
-933.4278007,-5.464580954,641.8830103,-455.1363094,658.0756307,-222.0563041,-375.3660511,3.98196306,747.6678687,-449.9829366,-441.1800791,816.24767,-378.5667861,-392.7803322,-456.5341183,-476.3232747,-513.8715644,-599.120075,-256.3104,-524.9753401,48.51529721,1011.546326,-757.8601253,-373.9944204,85.78338204,-581.1902216,-235.5765932,687.9763726,-1098.540345,-79.14330942,-313.373689,-267.1128151,-605.2500927,502.2047406,-161.0428653,627.619286,759.6790218,791.0575924,699.7337219,621.1202177,-274.2915896,-325.8206456,-681.8739772,-305.8091524,-514.1325409,-422.3862328,-709.1563954,-713.8467466
-947.2017877,-60.25460429,710.0544288,-447.8527707,574.4763354,-196.1706725,-383.6609286,-79.05785063,849.7236587,-478.0667091,-446.7666656,810.4691363,-305.9485211,-389.3846261,-483.4181659,-468.8392795,-527.5552249,-623.1062997,-311.3260272,-476.5103188,-7.369113882,1015.356295,-704.7938378,-366.115757,5.679955272,-535.3628436,-263.8100569,803.7467156,-1060.109165,-163.0508584,-245.6459168,-282.8594041,-611.9748664,418.1899615,-163.2142418,585.0646677,792.2137062,793.7479697,769.0901956,713.3062211,-252.1710205,-349.7076999,-680.8662224,-316.6246329,-503.1046553,-328.0591061,-724.6427578,-686.2862143
-953.1292158,-107.8660849,769.0393422,-439.8665652,488.6014396,-162.3336841,-395.3424209,-158.0844114,943.2593293,-507.2108708,-446.4629704,791.2769261,-225.2788299,-380.5009889,-510.9531127,-453.9813047,-536.3878927,-648.8280761,-358.8682452,-417.9503272,-55.15022342,1006.132199,-640.783828,-358.1683693,-66.96548233,-479.2239532,-284.8101083,914.4904714,-1009.80508,-240.2878153,-168.8852525,-290.9138118,-611.3457244,334.3698662,-165.5893863,543.3120747,814.4213022,786.2756952,825.2247786,797.8507789,-222.7695171,-375.9123761,-676.4889544,-322.1295289,-483.6187419,-227.1948692,-735.7658795,-649.3301285
-950.0582152,-148.261499,817.9077058,-431.9901741,401.9636899,-120.6999668,-410.3533291,-232.082327,1026.560886,-536.4682442,-441.0384653,759.2755574,-137.5645025,-365.4293019,-538.1214208,-431.1719456,-539.1116479,-675.5323899,-398.9721947,-349.6453164,-94.91607849,984.329758,-566.3610204,-350.9561146,-131.6414767,-412.8657553,-299.1705354,1018.172866,-946.9106068,-310.1458086,-83.96975073,-291.9542428,-602.3635932,252.0641211,-168.1865084,503.3946937,826.0319675,769.1083346,867.2890146,873.2441564,-186.1458023,-403.9409464,-669.643631,-323.1117899,-455.0230856,-121.1852113,-741.6424234,-602.6353509
-936.9681606,-181.5752562,855.9408168,-424.9921035,316.0057877,-71.62054163,-428.5002906,-300.2093911,1098.124092,-564.783679,-431.3506991,715.3183441,-44.03545521,-343.594115,-563.8014983,-400.0072704,-534.5386891,-702.3503815,-431.8368604,-272.2106325,-126.9351118,950.6468664,-482.3563004,-345.2071061,-188.0504108,-336.6382897,-307.5971746,1112.885753,-870.9393073,-372.123573,7.976594528,-286.7913759,-584.1668686,172.4816994,-171.0204171,466.347647,826.9911191,742.8901199,894.7428528,938.1503804,-142.5285542,-433.1990579,-661.2299562,-320.3886435,-416.8175725,-11.61544556,-741.3838165,-546.0623339
-913.0086769,-208.0999163,882.647119,-419.5807131,232.0712713,-15.6407152,-449.4528929,-361.8058047,1156.691284,-591.0166398,-418.3206773,660.4802338,53.88182162,-314.5709676,-586.7952725,-360.2798384,-521.5930159,-728.3149817,-457.809909,-186.5233662,-151.6396429,906.000563,-389.8896312,-341.557819,-236.1020572,-251.1550997,-310.8857007,1196.897665,-781.672296,-425.9255785,105.606815,-276.3413389,-556.0663824,96.69836518,-174.1023586,433.1712567,817.4533623,708.4198637,907.3643998,991.4421471,-92.32067172,-462.9932256,-652.1269055,-314.7858262,-368.6838305,99.77124912,-734.123849,-479.696639
-877.5361636,-228.2696559,897.771579,-416.3891824,151.3793095,46.50813303,-472.7452407,-416.398353,1201.280811,-613.9677547,-402.9079679,596.0255242,154.5978443,-278.1090055,-605.8598337,-311.9965934,-499.3511108,-752.3823951,-477.3702808,-93.70993357,-169.6066793,851.4990757,-290.3489356,-340.5389771,-275.9025279,-157.2905279,-309.8987939,1268.698323,-679.1882726,-471.4558716,207.3816425,-261.5976567,-517.5775738,25.638854,-177.4398425,404.7934341,797.7708088,666.6255053,905.2503906,1032.229624,-36.09818285,-492.5351102,-643.175377,-307.1190512,-310.5118534,211.1162171,-719.0491742,-403.8642456
-830.146366,-242.6415802,901.2984834,-415.9616815,75.00379667,113.9226584,-497.780197,-463.6998037,1231.208348,-632.408975,-386.0860096,523.37158,256.3996544,-234.1488803,-619.7425495,-255.3906851,-467.0801249,-773.45724,-491.109134,4.875036762,-181.5366068,788.4099004,-185.3592618,-342.5633356,-307.7392265,-56.16829867,-305.5431531,1327.036212,-563.8853343,-508.8076899,311.6069301,-243.6030036,-468.4484554,-39.93606317,-181.0364533,382.0330904,768.4765473,618.5362178,888.8075961,1059.88225,25.39644438,-520.9490812,-635.1625418,-298.1779865,-242.421643,320.4928334,-695.4316851,-319.139549
-770.7015275,-251.875461,893.4477178,-418.740825,3.857002328,185.5470756,-523.8365378,-503.6039,1246.099631,-645.1168146,-368.8180301,444.0497555,357.4949148,-182.8350485,-627.2188498,-190.926458,-424.2720398,-790.4210003,-499.7097099,107.6780402,-188.2303466,718.1249441,-76.74318014,-347.9154841,-332.0624797,50.85856281,-298.7467595,1370.948133,-436.493106,-538.249483,416.4765593,-223.4214994,-408.6820161,-99.43760166,-184.891654,365.5665223,730.2641525,565.2530495,858.7356753,1074.042917,91.26656996,-547.2834713,-628.8078984,-288.7128703,-164.7785318,425.9573886,-662.6615497,-226.3452298
-699.350758,-256.7124454,874.6647924,-425.0565116,-61.32210292,260.1973917,-550.0792525,-536.1763972,1245.894453,-650.9079534,-352.0339094,359.664764,456.0590211,-124.5217749,-627.1316953,-119.297095,-370.6723112,-802.1632901,-503.9266421,212.9834055,-190.5655264,642.123786,33.52625251,-356.7438128,-349.4645645,162.2360271,-290.4367326,1399.779962,-298.0741002,-560.2080038,520.1193377,-202.112168,-338.5518247,-152.4521877,-189.0005926,355.898642,683.9641906,507.9190781,816.0022435,1074.634194,160.4789448,-570.5257973,-624.7509805,-279.4237406,-78.20107812,525.6014783,-620.2795387,-126.5435265
-616.5424262,-257.9532337,845.6050684,-435.1162848,-119.9748395,336.5894754,-575.5731939,-561.6426531,1230.842034,-648.6763124,-336.6082708,271.8537294,550.2835506,-59.77237171,-618.4315681,-41.41469539,-306.301617,-807.6152518,-504.5651697,318.9561837,-189.4721728,561.9361192,143.378288,-369.0548089,-360.6568554,276.2447328,-281.5180565,1413.198184,-150.0136838,-575.2491304,620.6482339,-180.7040301,-258.6097991,-198.7401337,-193.3539373,353.340725,630.5186997,447.6900239,761.8111543,1061.856569,231.8860297,-589.6220511,-623.5406317,-270.9521233,16.4392713,617.6039891,-568.0071853,-21.01884257
-523.0276534,-256.4361685,807.112801,-448.9973864,-171.7252359,413.3699944,-599.300211,-580.3723163,1201.48818,-637.4305477,-323.3400291,182.2461071,638.4243358,10.64853172,-600.2156756,41.60712326,-231.4695347,-805.7842399,-502.4606433,423.6897369,-185.9083807,479.1044064,250.7011187,-384.7098739,-366.4457921,391.0418513,-272.8533955,1411.192117,6.001454499,-584.0570534,716.2102215,-160.1731661,-169.6853778,-238.2301231,-197.9377731,357.9960422,570.9546066,385.7062045,697.5651724,1036.178912,304.2523174,-603.4999737,-625.6257438,-263.8749061,118.0271886,700.2808366,-505.7732865,88.74796611
-419.8543197,-253.015612,760.1957589,-466.6407109,-216.3780805,489.1492317,-620.1798005,-592.8616785,1158.654875,-616.3307732,-312.9336034,92.42557093,718.8474984,85.78960724,-571.7649516,128.4776954,-146.7792474,-795.788771,-498.4586333,525.2563428,-180.8363575,395.147739,353.4002637,-403.4248767,-367.7083155,504.7076766,-265.2441669,1394.067062,168.0158959,-587.4124176,805.0350196,-141.4219552,-72.87565955,-271.0099572,-202.7336058,369.7543498,506.3569795,323.0666124,624.824347,998.3216691,376.283747,-611.0960007,-631.3473574,-258.700038,225.2211757,772.1307474,-433.7353045,201.1128693
-308.3513844,-248.5409268,705.996287,-487.8469077,-253.9129143,562.5347986,-637.0931792,-599.7142558,1103.41317,-584.723221,-305.9819816,3.894846794,790.0719058,164.5339651,-532.5773848,217.7601481,-53.12272609,-776.8925803,-493.3958735,621.7590091,-175.1991833,311.5278137,449.4565722,-424.7726622,-365.3673558,615.2952758,-259.4130088,1362.428915,333.8481764,-586.1699437,885.4811042,-125.2605965,30.47354512,-297.3140796,-207.7185145,388.2957435,437.8429233,260.8057701,545.2614812,949.2334678,446.6592218,-611.385341,-640.9320389,-255.8636287,336.4796083,831.8755819,-352.2943605,314.3083872
-190.1037382,-243.8363124,645.7597618,-512.2749049,-284.4743499,632.1652964,-648.9105247,-601.6201537,1037.0504,-542.1714919,-302.951824,-81.95568081,850.8066977,245.626154,-482.3962176,307.907647,48.33376468,-748.5365226,-488.082203,711.3826692,-169.898571,229.6178502,536.9817607,-448.188735,-360.3678709,720.8814267,-255.9877544,1317.161029,501.1421179,-581.2359891,956.0775297,-112.3909365,138.7954102,-317.5084429,-212.8654902,413.1038479,366.536804,199.8738717,460.6161331,890.0620595,514.0632126,-603.4144183,-654.4864861,-255.7279981,450.0943584,878.4939311,-262.1027312,426.4883413
-66.91821345,-239.6816962,580.8014334,-539.4431484,-308.3591716,696.7430057,-654.5209569,-599.3347373,961.0329,-488.4830482,-304.1707989,-163.8749267,899.9827712,327.7041111,-421.2316521,397.3038543,156.1735671,-710.3670083,-483.2836103,792.442989,-165.773859,150.6751466,614.2695423,-472.9803136,-353.6538468,819.6170498,-255.487029,1259.394335,667.4249634,-573.5464265,1015.560311,-103.3925827,250.3378061,-332.0732977,-218.1439806,443.487728,293.5473538,141.1205551,372.6485833,822.1206471,577.2184435,-586.3346827,-671.9933599,-258.5802303,564.2309095,911.2469882,-164.0630593,535.7759904
59.21824066,-236.7948337,512.4726626,-568.733854,-326.0007176,755.0647256,-652.864649,-593.6570911,876.9654508,-423.7296735,-309.8173561,-240.7731485,936.7773746,409.3349343,-349.3748816,484.3062264,268.7622415,-662.2596861,-479.7064382,863.4311488,-163.5824324,75.81783753,679.8406414,-498.3389056,-346.1465823,909.7754188,-258.307591,1190.471919,830.1701856,-564.0451453,1062.902362,-98.71125749,363.2059299,-341.5844835,-223.5206444,478.6113203,219.9470619,85.28249752,283.0951594,746.8507903,634.917682,-559.4366079,-693.3083964,-264.630827,676.9736113,929.6959738,-59.31884519,640.3137802
186.1868937,-235.8147409,442.1275367,-599.4005541,-337.9510739,806.0499349,-642.966276,-585.4086972,786.5487398,-348.2607714,-319.9131596,-311.7387817,960.6312396,489.0531895,-267.4035316,567.2906552,384.2878006,-604.3371767,-477.9827835,923.0531512,-163.981744,6.006262369,732.48028,-523.3564837,-338.7244924,989.7965721,-264.7135613,1111.909342,986.8626655,-553.6634056,1097.336258,-98.64935317,475.4104501,-346.6937726,-228.9602961,517.5286434,146.754112,32.97486845,193.6262212,665.7831454,686.0536951,-522.1825277,-718.1589185,-274.0121326,786.3745253,933.7106895,50.76380901,738.3129062
311.7904948,-237.2865679,371.090797,-630.5791803,-344.8616176,848.7655259,-623.9688375,-575.4126999,691.5361237,-262.7086002,-334.3184145,-376.0499516,971.2579635,565.4003755,-176.1779474,644.6958947,500.8071457,-536.9798259,-478.6571141,970.2624343,-167.5130955,-57.97081351,771.2670676,-547.0452428,-332.2045884,1058.326555,-274.8277107,1025.352089,1135.06389,-543.30021,1118.369339,-103.3586723,584.9195219,-348.1087781,-234.4270027,559.2226512,74.91699107,-15.31344873,105.8079767,580.4973296,729.6464935,-474.2368675,-746.1439283,-286.7763046,890.5041864,923.469071,164.6228271,828.1009439
433.8096877,-241.6480263,300.627928,-661.3028637,-347.4624329,882.4464565,-595.1667483,-564.4740583,593.6909237,-167.9848352,-352.7303364,-433.1807105,968.6456226,636.9641433,-76.82816312,715.0662303,616.2970268,-460.8286758,-482.1741384,1004.284832,-174.5873458,-115.5050424,795.592592,-568.3607977,-327.3257292,1114.250354,-288.625006,932.531523,1272.474889,-533.8038129,1125.790948,-112.8353738,689.7128816,-346.5728812,-239.8852742,602.6454056,5.301773095,-59.22107393,21.06912713,492.5821703,764.8670761,-415.4922887,-776.7360286,-302.8927286,987.5025383,899.4479148,280.5343873,908.1659422
550.0606885,-249.2174976,231.9181527,-690.5205406,-346.5410917,906.5117938,-556.036984,-553.3608219,494.7454124,-65.26818966,-374.6850073,-482.8021888,953.0508569,702.4159106,29.26818955,777.0909223,728.7076911,-376.7801363,-488.8679877,1024.635222,-185.472727,-166.1724819,805.1713758,-586.2285361,-324.7336927,1156.717642,-305.9286402,835.2207013,1396.994803,-525.9544497,1119.671846,-126.9171952,787.836159,-342.8455701,-245.3012792,646.7572915,-61.31801215,-98.51208325,-59.32686574,403.5975281,791.057004,-346.0903157,-809.2854751,-322.2449097,1075.628307,862.4052342,396.6536377,977.1955697
658.4522912,-260.1839883,166.0309512,-717.1193347,-342.9212445,920.5757714,-506.2670147,-542.7867031,396.3625303,44.01680042,-399.56285,-524.7789657,924.9859012,760.5456156,140.5163829,829.639101,836.0173193,-285.9721703,-498.9528093,1031.125505,-200.2849782,-209.7329475,800.0412212,-599.5726839,-324.968092,1185.160719,-326.4087952,735.1913175,1506.773235,-520.4483552,1100.356064,-145.2830665,877.4535737,-337.6835163,-250.644009,690.5632641,-124.2690842,-133.071069,-134.3033325,315.0387634,807.7432722,-266.4351577,-843.0266983,-344.6270082,1153.305142,813.3549685,511.0605072,1034.110136
757.0402974,-274.5991299,103.9065802,-739.9505425,-337.4414088,924.4536405,-445.7782635,-533.3950765,300.1012279,158.2293588,-426.5979232,-559.1610561,885.1992403,810.2925138,255.1425139,871.7889837,936.2853849,-189.7621543,-512.5149183,1023.863912,-218.9800342,-246.1250758,780.5542862,-607.3474754,-328.451153,1199.304312,-349.5843962,634.1729241,1600.254847,-517.8831372,1068.445713,-167.4552848,956.8972698,-331.8226485,-255.8863184,733.1445172,-182.9838828,-162.8957315,-202.985456,228.3047563,814.6480976,-177.199668,-877.0876463,-369.7403114,1219.162985,753.5349945,621.8090206,1078.088562
